stt_jgd_id,stt_chutes_ao_gol,stt_gols,stt_defesas,stt_assistencias,stt_pontuacao,stt_relacao_chute_gol,stt_impulso_por_minuto,stt_med_impulso,stt_impulso_coletado,stt_impulso_roubado,stt_impulso_grande_coletado,stt_impulso_grande_roubado,stt_impulso_pequeno_coletado,stt_impulso_pequeno_roubado,stt_blocos_grandes_coletados,stt_blocos_grandes_roubados,stt_blocos_pequenos_coletados,stt_blocos_pequenos_roubados,stt_velocidade_med,stt_distancia_percorrida,stt_distancia_med_da_bola,stt_distancia_med_posse,stt_distancia_med_s_posse,stt_distancia_med_dos_aliados,stt_demolicoes_causadas,stt_demolicoes_recebidas,stt_participacoes_gols,cluster
368,1.79,0.73,1.39,0.67,336.06,27.37,436.3,53.09,2627.09,452.64,1929.33,263.73,697.76,188.91,23.09,3.21,60.7,16.67,1601.24,546503.67,2955.06,2874.06,3023.55,3732.64,0.79,1.06,41.03,0
369,1.5,0.33,1.0,0.67,222.67,16.67,358.33,44.02,2154.17,463.17,1292.33,260.5,861.83,202.67,15.5,2.83,73.67,18.17,1509.17,516793.0,2978.33,2987.33,2984.33,3552.33,0.33,1.17,34.44,1
370,2.25,0.5,1.25,0.25,265.75,7.08,356.25,49.82,1905.0,392.5,1196.5,210.75,708.5,181.75,13.75,2.5,63.25,16.0,1475.5,465353.5,2973.25,2857.5,3080.0,3604.75,0.25,0.75,37.5,2
371,1.8,0.49,1.24,0.57,304.18,14.18,418.2,44.12,2328.45,416.2,1744.22,264.06,584.22,152.14,19.35,2.98,49.94,13.06,1563.39,513989.06,2834.27,2693.53,2960.02,3538.49,0.61,0.82,39.8,1
372,1.92,1.25,1.0,0.33,345.83,60.56,384.0,47.81,2267.75,399.17,1610.75,215.17,657.0,184.0,19.08,2.5,56.58,15.08,1507.67,502894.58,2733.58,2620.58,2845.42,3467.92,0.83,0.58,48.91,1
373,2.6,0.82,1.78,0.52,395.29,23.4,407.1,52.17,2470.96,543.72,1728.89,335.44,742.07,208.27,21.12,4.1,65.25,18.22,1537.7,529906.72,2866.41,2745.36,2982.65,3639.6,1.42,0.87,52.74,0
374,1.79,0.36,1.86,0.5,340.18,17.02,445.87,49.27,2582.1,665.49,1808.27,417.78,773.84,247.71,21.21,4.71,69.43,21.71,1570.56,517874.97,2825.59,2642.16,2990.34,3597.09,1.25,1.18,43.45,0
375,1.6,0.4,3.0,0.2,409.8,1.33,347.2,53.47,1984.0,367.6,1281.6,230.4,702.4,137.2,17.2,3.2,61.4,12.4,1512.4,474518.8,2901.2,2749.6,3027.2,3625.8,0.6,1.2,21.33,2
376,2.42,0.8,1.13,0.42,333.73,26.63,317.89,43.74,1802.04,328.58,1130.13,149.82,671.91,178.76,13.16,1.87,56.58,15.33,1459.16,484576.96,3088.64,2996.64,3172.69,3754.33,0.36,0.76,44.89,2
377,1.0,0.5,0.83,0.17,241.17,17.22,295.5,46.16,1752.0,308.67,1116.17,177.5,635.83,131.17,12.83,2.33,53.17,10.17,1398.17,462351.83,2558.17,2387.83,2637.67,3144.5,0.83,1.33,25.0,2
378,1.46,0.38,0.83,0.62,242.96,24.03,379.17,51.32,2278.25,392.21,1520.17,219.04,758.08,173.17,17.83,2.67,66.25,14.54,1508.92,514871.38,3038.62,3017.79,3063.21,3679.92,0.71,0.75,35.07,2
379,2.39,0.65,1.26,0.61,328.0,19.27,371.13,51.73,2261.61,484.83,1431.57,266.09,830.04,218.74,17.78,3.04,71.43,18.39,1489.35,496502.7,2954.04,2853.39,3013.22,3784.22,1.17,1.13,46.96,1
380,2.33,1.0,1.0,0.17,302.33,33.33,403.5,47.82,2484.5,414.33,1597.33,164.67,887.17,249.67,19.5,2.0,66.33,16.17,1522.67,539773.67,2806.5,2800.17,2840.0,3717.0,0.5,1.33,30.28,1
381,2.9,0.63,1.13,0.35,316.83,16.63,410.44,52.16,2388.6,650.02,1641.83,405.38,746.77,244.63,19.62,4.75,63.23,20.83,1560.85,523863.37,2975.73,2860.81,3088.92,3798.52,1.02,0.77,41.8,0
382,1.69,0.38,1.0,0.69,296.54,8.46,369.85,40.86,2061.62,361.38,1445.62,211.23,616.0,150.15,16.0,2.31,53.54,13.23,1530.54,495205.08,2789.08,2670.38,2842.69,3456.08,0.23,0.77,43.2,2
383,1.31,0.31,1.25,0.5,258.44,10.0,397.88,50.13,2473.75,445.5,1718.94,273.25,754.81,172.25,21.19,3.38,67.12,15.25,1539.12,529844.19,3178.31,3074.5,3282.31,3881.88,0.88,0.56,35.83,1
384,2.14,0.59,1.81,0.53,375.69,17.87,378.0,51.71,2298.22,414.69,1639.0,254.59,659.22,160.1,20.55,3.1,56.38,13.88,1550.78,532629.34,3133.12,3080.95,3186.62,3753.84,1.19,0.79,36.14,1
385,1.29,0.14,3.0,0.43,383.0,7.14,348.86,47.57,2086.43,337.29,1444.29,197.86,642.14,139.43,16.14,2.14,55.57,12.57,1504.57,511295.71,2773.57,2685.57,2849.71,3598.57,0.71,0.71,36.19,2
386,2.65,0.65,1.8,0.58,379.98,17.25,390.23,47.64,2345.02,479.65,1499.73,246.93,845.29,232.72,18.07,2.86,74.07,20.34,1510.75,527240.31,2846.36,2767.08,2922.56,3633.93,0.53,0.96,41.41,1
387,2.53,1.0,2.33,0.33,455.47,40.11,348.53,48.87,2180.47,519.53,1280.2,287.33,900.27,232.2,15.67,3.47,77.8,20.07,1512.8,535255.33,2761.53,2690.67,2807.93,3675.87,1.0,0.87,61.56,1
388,1.6,0.4,1.1,0.4,234.0,25.33,431.1,50.08,2506.8,356.1,1812.0,230.8,694.8,125.3,19.9,2.5,61.1,11.4,1591.3,525261.3,3146.8,3046.1,3220.2,3909.1,0.6,1.3,34.0,1
389,2.5,1.0,1.83,0.0,381.17,33.33,465.17,44.44,3009.83,547.17,2159.0,340.83,850.83,206.33,23.33,3.67,70.5,16.67,1574.17,561523.33,3189.83,3077.67,3292.83,3942.5,0.0,0.5,41.67,0
390,2.3,0.5,0.7,0.2,200.3,17.67,390.33,46.01,2261.39,430.28,1506.85,238.2,754.54,192.08,17.2,2.5,64.7,16.7,1532.48,504979.91,2874.44,2830.94,2873.35,3477.46,0.6,0.7,36.0,1
391,2.86,0.81,1.36,0.57,358.36,18.6,348.7,53.02,2172.62,471.59,1445.39,251.62,727.22,219.97,19.08,3.23,65.07,19.48,1542.52,531353.36,3183.2,3129.11,3233.4,3840.16,0.73,0.89,46.71,1
392,2.17,0.51,1.11,0.43,286.23,21.81,386.29,51.85,2232.57,435.54,1677.74,276.37,554.83,159.17,19.4,3.23,48.31,14.03,1518.06,505732.86,2970.74,2914.23,3018.26,3810.46,0.77,0.8,48.57,1
393,1.92,0.58,1.0,0.33,267.83,23.06,380.58,46.08,2272.42,373.92,1529.42,209.42,743.0,164.5,17.92,2.42,63.58,14.33,1457.42,492699.67,3127.83,3103.67,3151.83,3697.58,0.5,0.83,26.67,2
394,3.0,1.0,1.57,0.29,369.29,18.23,379.14,50.01,2262.43,476.43,1532.29,255.57,730.14,220.86,18.29,3.14,59.86,17.29,1545.14,514937.29,2784.57,2601.14,2934.29,3598.86,0.71,1.57,78.57,1
395,2.11,0.22,1.44,0.67,283.33,7.78,485.22,52.22,2788.33,685.33,2099.89,454.22,688.44,231.11,25.22,5.0,62.22,19.67,1652.11,529163.56,3076.56,2859.56,3272.89,3879.11,2.11,0.33,72.22,0
396,2.75,0.85,1.16,0.68,344.31,21.83,320.08,49.64,2013.23,439.06,1247.17,205.22,766.06,233.83,16.13,2.65,61.82,18.47,1508.33,521405.27,2618.14,2561.02,2668.29,3425.71,0.77,0.82,44.79,1
397,1.64,0.45,1.0,0.18,230.09,27.27,417.82,48.67,2469.18,379.45,1782.91,203.55,686.27,175.91,21.27,2.36,60.36,14.45,1513.0,517937.73,3157.18,3036.91,3267.27,3954.09,0.27,1.36,27.58,1
398,2.32,0.42,1.39,0.39,317.16,10.15,527.23,47.66,3087.65,622.23,2242.35,380.68,845.29,241.55,26.71,4.32,73.39,20.87,1665.29,558729.16,2950.48,2845.42,3059.58,3712.77,0.52,1.03,29.25,0
399,1.91,0.64,1.36,0.55,349.09,19.09,393.55,50.47,2420.55,413.91,1832.73,255.91,587.82,158.0,22.27,3.18,51.18,13.82,1584.36,552608.09,2850.82,2699.36,2963.91,3550.73,0.45,0.73,50.61,1
400,1.85,0.62,1.62,0.23,328.77,22.18,393.0,44.49,2308.0,376.46,1576.69,195.85,731.31,180.62,17.15,2.08,60.38,15.23,1517.85,523201.54,2852.15,2809.38,2872.69,3550.85,0.62,1.31,52.05,1
401,2.33,0.17,1.33,0.5,226.67,4.17,361.83,49.36,2169.83,364.83,1506.33,222.5,663.5,142.33,17.17,2.33,57.5,11.0,1366.17,487572.0,3504.33,3664.83,3385.33,3951.33,0.17,0.67,45.83,2
402,2.37,0.84,1.0,0.32,313.68,20.79,342.63,46.2,2051.37,429.74,1338.68,207.79,712.68,221.95,15.42,2.37,61.89,18.37,1503.47,499155.63,2821.11,2754.16,2850.37,3499.89,0.68,1.11,51.32,1
403,2.91,0.83,1.61,0.54,394.88,24.23,425.38,49.38,2578.12,593.36,1825.26,342.64,752.86,250.73,21.7,3.97,66.32,21.83,1559.15,550985.45,2861.96,2770.33,2955.65,3721.54,1.27,0.88,55.09,0
404,2.07,0.47,1.07,1.07,306.73,15.89,441.8,39.38,2498.93,449.6,1754.0,265.4,744.93,184.2,19.73,3.07,63.8,15.8,1675.4,552891.67,2944.8,2841.53,3019.53,3613.47,1.87,1.33,56.22,0
405,2.62,0.67,1.38,0.5,345.04,19.41,414.67,50.09,2506.21,571.12,1864.75,366.92,641.46,204.21,22.38,4.17,55.62,17.5,1606.79,548690.04,3130.42,2990.21,3261.46,3911.88,0.75,0.92,40.69,0
406,2.9,0.8,1.6,0.1,319.0,19.67,418.0,49.42,2448.7,610.0,1647.7,362.4,801.0,247.6,20.2,4.3,70.5,20.7,1586.3,513230.0,2869.3,2817.1,2912.5,3653.1,0.4,1.0,65.0,0
407,1.71,0.86,1.43,0.43,296.43,42.86,310.14,41.16,1979.29,290.0,1219.71,147.0,759.57,143.0,14.86,1.71,55.29,9.0,1436.0,530432.14,2881.71,2867.0,2888.29,3496.57,0.29,0.71,47.38,2
408,1.67,0.67,1.67,0.0,287.0,16.67,325.0,54.57,1958.0,325.33,1240.0,196.33,718.0,129.0,15.67,2.33,54.67,11.67,1434.33,476181.67,2712.0,2533.33,2823.33,3357.33,0.67,0.67,33.33,2
409,2.75,0.93,1.47,0.46,388.03,24.79,427.53,44.0,2510.92,453.39,1838.22,284.08,672.69,169.31,21.68,3.29,57.81,14.64,1556.05,531568.51,3047.0,2895.36,3183.53,3733.58,0.71,0.92,52.83,1
410,1.0,0.33,1.33,0.0,252.67,16.67,342.67,44.69,1986.67,136.67,1283.33,66.67,703.33,70.0,14.67,0.67,63.67,6.67,1415.67,473939.0,3165.33,2892.67,3350.67,3554.0,0.33,0.67,33.33,2
411,2.0,0.0,3.0,0.0,313.0,0.0,274.0,45.97,1417.0,101.0,843.0,0.0,574.0,101.0,10.0,0.0,50.0,9.0,1373.0,432598.0,2779.0,2914.0,2680.0,3335.0,0.0,3.0,0.0,2
412,2.55,0.57,1.42,0.46,334.03,16.48,420.45,47.21,2557.46,612.47,1698.42,337.84,859.05,274.63,20.67,4.04,75.98,24.4,1555.98,537693.7,2691.25,2591.48,2777.22,3625.07,1.55,0.96,40.39,0
413,2.81,0.68,1.53,0.61,387.27,18.34,367.27,47.67,2267.95,390.42,1689.15,246.94,578.81,143.48,19.9,3.0,50.21,12.65,1507.32,522394.39,2803.47,2692.81,2900.19,3523.44,0.66,1.0,36.84,1
414,2.44,0.76,1.47,0.35,339.0,25.2,384.76,45.66,2392.09,492.12,1657.47,298.47,734.62,193.65,19.06,3.35,63.76,16.65,1506.5,532889.26,2952.82,2920.62,2977.88,3739.97,0.65,0.76,52.6,1
415,2.25,0.5,1.75,0.38,311.25,19.17,329.75,49.92,2008.25,374.75,1260.75,231.25,747.5,143.5,15.38,2.88,63.5,12.5,1484.75,508519.12,3022.62,2972.12,3071.38,3760.5,0.62,0.38,38.75,2
416,2.32,0.47,1.37,0.42,278.16,12.83,367.68,43.03,2226.89,463.11,1438.95,248.37,787.95,214.74,16.47,2.89,67.21,18.32,1583.37,548191.37,3149.32,3106.58,3196.42,3702.63,0.79,0.95,36.32,1
417,2.5,0.5,1.62,0.38,367.75,20.62,405.25,45.98,2505.75,380.88,1809.25,211.5,696.5,169.38,20.12,2.38,60.0,14.88,1563.75,559377.12,2923.62,2739.75,3073.62,3693.62,0.38,1.0,50.0,1
418,2.23,0.77,1.55,0.48,356.71,22.14,428.16,41.41,2475.13,511.26,1861.9,331.77,613.23,179.48,21.16,3.9,51.81,15.03,1589.19,537141.68,2997.84,2914.48,3062.52,3829.84,1.74,1.1,54.57,0
419,1.8,0.8,1.4,0.4,372.2,15.67,392.4,46.12,2569.8,503.6,1597.4,237.4,972.4,266.2,19.6,3.0,81.8,20.6,1541.6,582464.4,2907.0,2875.2,2910.0,3632.4,0.6,1.2,60.0,0
420,2.38,0.38,1.25,1.0,352.5,6.67,354.12,52.8,2145.25,374.75,1484.88,199.62,660.38,175.12,17.75,2.5,60.25,14.88,1515.5,509500.88,2759.38,2642.62,2874.5,3456.0,0.12,0.62,35.83,1
421,1.88,0.55,1.15,0.64,297.12,19.65,398.33,48.89,2398.12,634.45,1612.55,395.55,785.58,238.91,18.18,4.48,68.24,21.06,1512.3,506876.03,2834.85,2678.64,2972.42,3568.03,1.21,0.97,43.33,0
422,1.86,0.57,1.29,0.29,260.71,31.43,368.29,43.0,2045.86,368.57,1322.86,225.57,723.0,143.0,15.86,2.57,61.57,12.29,1508.57,491755.43,2881.14,2801.43,2944.29,3631.57,0.71,0.86,43.81,2
423,2.09,0.7,1.43,0.61,342.48,16.3,321.7,48.88,1954.39,405.48,1191.13,191.57,763.26,213.91,15.09,2.35,62.83,17.0,1518.39,522177.17,2790.48,2723.13,2843.35,3620.13,0.78,0.78,52.61,1
424,2.0,1.0,2.33,1.0,429.0,75.0,311.67,52.2,2083.67,303.67,1465.0,163.33,618.67,140.33,17.67,2.0,55.33,13.0,1604.0,556289.67,3086.33,2883.33,3228.33,3548.0,0.33,0.0,83.33,1
425,2.44,0.84,1.05,0.51,320.72,24.4,410.37,45.28,2450.56,406.77,1848.0,240.63,602.56,166.14,21.6,2.84,51.21,14.09,1641.05,562452.12,3126.3,3075.56,3167.67,3809.49,0.86,0.65,35.85,1
426,2.57,1.29,1.57,0.0,388.14,53.57,403.43,44.94,2431.43,489.86,1744.71,320.14,686.71,169.71,19.57,3.57,60.29,15.14,1503.57,507103.43,2914.43,2765.29,3098.43,3753.43,1.14,0.71,15.85,1
427,1.53,0.33,2.07,0.47,348.33,13.56,397.53,45.52,2403.93,400.33,1708.2,221.27,695.73,179.07,20.67,2.6,58.27,15.0,1512.2,529535.4,2830.2,2807.8,2848.07,3680.87,1.0,0.67,38.33,1
428,2.71,0.88,1.67,0.5,369.12,24.51,390.75,47.66,2255.58,425.25,1487.62,210.54,767.96,214.71,17.96,2.54,66.67,18.75,1546.54,527523.58,2978.29,2894.08,3064.75,3772.46,0.79,1.04,57.99,1
429,2.52,0.73,1.73,0.48,381.69,21.92,491.27,48.96,2912.24,579.41,2040.28,349.34,871.96,230.07,23.53,4.07,75.87,19.91,1593.85,546528.53,2842.0,2723.62,2955.9,3697.18,1.02,0.82,47.09,0
430,2.69,0.67,1.54,0.49,381.07,18.59,477.88,43.43,2767.92,537.58,1994.44,317.73,773.48,219.85,23.15,3.58,65.27,18.57,1615.86,549084.94,2836.89,2689.31,2969.85,3725.54,0.84,1.02,42.04,0
431,2.2,0.69,1.25,0.5,319.02,21.01,396.4,49.62,2399.44,412.54,1689.98,232.76,709.46,179.78,20.38,2.78,60.41,14.92,1546.37,535473.08,3098.55,3063.52,3125.8,3620.74,0.92,0.8,33.91,1
432,2.5,0.8,1.1,0.3,316.9,25.5,390.4,45.0,2374.7,331.8,1535.6,153.7,839.1,178.1,17.7,1.8,71.9,14.7,1541.9,531065.5,2978.6,2932.1,3009.5,3642.4,0.4,1.1,47.5,1
433,3.57,1.43,1.14,0.57,422.86,18.57,411.57,47.46,2447.43,563.14,1486.43,267.0,961.0,296.14,18.29,3.57,68.14,19.29,1583.71,524987.71,2816.29,2728.71,2887.71,3673.0,0.71,1.43,47.62,0
434,2.12,0.75,1.5,0.12,310.25,10.0,462.75,46.53,2575.25,617.88,1925.12,410.75,650.12,207.12,21.75,4.62,56.75,18.38,1648.88,526697.12,2840.88,2513.38,3106.62,3689.38,1.38,1.38,39.17,0
435,3.07,1.21,1.36,0.64,389.57,29.58,486.29,51.54,2948.5,530.86,2112.5,296.93,836.0,233.93,24.57,3.64,71.57,20.0,1668.86,563023.79,2844.5,2689.5,3010.86,3617.86,1.29,0.71,50.48,0
436,2.47,0.74,1.47,0.79,377.26,24.56,437.42,46.64,2608.11,574.63,1939.42,353.21,668.68,221.42,22.74,4.11,56.58,18.11,1545.11,519802.47,2680.21,2522.32,2783.42,3594.84,1.26,1.37,67.46,0
437,1.93,0.51,1.22,0.43,279.78,18.58,372.3,49.5,2215.84,433.01,1491.76,249.89,724.08,183.12,18.15,3.08,63.2,15.66,1511.76,510167.7,3130.91,3078.18,3176.15,3832.74,0.66,0.73,31.74,1
438,2.07,0.54,1.64,0.25,306.82,20.06,414.14,44.65,2413.82,379.79,1662.07,206.82,751.75,172.96,18.82,2.36,65.64,14.96,1556.86,521561.89,3055.04,3028.21,3077.54,3880.68,0.64,0.93,43.45,1
439,1.55,0.43,1.21,0.29,256.31,21.47,393.98,49.28,2311.21,456.33,1571.26,269.83,739.95,186.5,17.81,3.05,65.21,16.17,1567.76,526790.6,3264.64,3201.83,3312.24,3976.88,1.02,0.71,30.12,1
440,1.89,0.5,2.39,0.28,362.89,22.59,472.89,43.03,2732.0,498.83,2013.56,319.94,718.44,178.89,22.5,3.56,57.28,15.56,1604.39,536826.28,2738.94,2588.28,2861.44,3307.61,1.22,1.17,28.7,0
441,2.24,0.71,1.32,0.62,352.08,22.69,453.2,48.52,2705.75,517.47,1796.04,264.21,909.72,253.25,21.55,3.15,80.47,22.05,1622.0,549440.28,2934.42,2873.38,2988.75,3660.63,1.05,0.85,34.11,0
442,2.57,0.86,1.43,0.29,311.71,15.0,333.43,48.26,1973.0,315.29,1269.71,175.86,703.29,139.43,15.29,2.29,61.29,12.14,1397.57,458017.71,3072.86,3062.57,3045.71,3627.14,0.86,2.57,17.62,2
443,2.38,0.85,1.23,0.38,337.15,13.33,403.92,43.4,2252.62,348.15,1479.54,174.92,773.08,173.23,16.54,1.92,68.85,15.54,1510.69,489612.08,2992.69,2926.15,3033.92,3501.77,0.38,0.77,46.54,1
444,2.71,0.43,1.0,0.71,273.71,4.52,385.29,50.32,2276.0,429.0,1541.14,229.14,734.86,199.86,18.71,3.0,64.43,17.57,1568.43,518297.57,2959.57,2830.29,3072.71,3723.86,0.14,0.57,64.29,1
445,2.78,0.78,1.67,0.33,342.44,19.81,396.78,45.65,2327.67,476.89,1687.22,287.0,640.44,189.89,19.44,3.44,56.89,17.22,1617.56,532700.67,2846.44,2654.33,2978.0,3777.44,1.89,1.0,66.67,0
446,1.83,0.72,1.38,0.69,325.59,25.17,383.62,46.83,2279.34,406.55,1572.03,236.45,707.31,170.1,18.07,2.66,62.93,15.34,1475.41,496415.86,3161.07,3146.14,3176.72,3803.48,0.79,0.9,44.77,1
447,2.91,0.91,1.45,0.45,393.05,22.03,390.14,49.27,2506.05,583.23,1735.95,348.77,770.09,234.45,21.73,4.23,67.45,20.45,1521.05,550307.77,2784.64,2641.59,2920.59,3678.5,1.32,1.05,53.91,0
448,2.31,0.77,1.54,0.62,360.23,24.1,354.08,42.22,2083.08,457.92,1387.69,257.92,695.38,200.0,15.69,2.92,60.31,17.46,1409.85,488074.77,2927.0,2911.08,2933.08,3512.54,0.38,0.77,43.33,1
449,1.88,0.62,1.25,0.0,259.75,28.54,373.88,53.2,2208.0,464.88,1627.88,282.62,580.12,182.25,19.12,3.12,52.5,15.75,1577.25,502947.88,3126.38,2874.5,3349.12,3885.5,0.38,2.12,50.0,1
450,3.06,0.77,1.52,0.45,375.97,20.97,463.13,44.23,2771.52,618.55,2065.61,412.23,705.9,206.32,23.71,4.74,59.48,17.19,1696.94,576459.06,2758.19,2562.58,2919.45,3539.42,1.48,1.48,57.47,0
451,1.89,0.44,0.22,0.78,245.33,3.89,347.33,50.51,2126.78,385.67,1612.11,235.44,514.67,150.22,18.89,2.78,45.22,12.78,1475.22,513761.89,2768.33,2739.89,2789.78,3414.22,1.11,0.56,36.59,2
452,2.45,0.73,0.91,1.0,343.18,26.82,413.91,53.11,2473.36,454.27,1917.36,284.73,556.0,169.55,24.18,3.73,48.45,15.55,1588.09,526855.0,3045.09,2983.0,3096.09,3606.0,0.55,1.0,49.29,1
453,1.22,0.33,2.78,0.78,420.56,6.3,417.22,44.99,2417.33,301.22,1743.67,189.33,673.67,111.89,20.11,2.33,58.67,10.0,1500.11,501351.33,2615.33,2438.0,2739.33,3351.33,0.56,1.44,50.0,1
454,2.45,0.77,1.15,0.7,321.06,26.04,363.11,46.34,2214.42,469.6,1371.43,248.94,842.98,220.66,16.68,3.09,73.23,19.0,1572.49,530687.08,2918.68,2904.45,2926.47,3615.04,0.87,0.79,37.61,1
455,2.43,0.43,0.71,0.14,226.71,1.19,398.86,48.71,2517.14,637.29,1684.71,380.71,832.43,256.57,20.14,4.86,71.0,22.0,1515.43,542502.86,2571.71,2526.71,2608.0,3667.14,1.14,0.71,21.9,0
456,2.0,0.67,0.67,0.0,268.0,33.33,381.33,44.39,2068.67,407.0,1437.33,220.33,631.33,186.67,15.33,2.33,54.0,16.33,1525.33,497821.67,2599.33,2504.0,2675.33,3544.0,0.67,0.0,66.67,2
457,2.51,0.56,1.33,0.56,315.4,19.22,367.33,53.61,2202.13,363.6,1551.62,205.53,650.51,158.07,19.82,2.62,58.07,14.18,1513.31,501108.51,2974.16,2937.24,3003.49,3705.07,0.8,1.02,50.93,1
458,2.32,0.62,2.09,0.65,417.03,20.24,418.03,47.06,2575.24,656.65,1716.65,376.09,858.59,280.56,20.44,4.5,77.12,24.97,1611.76,565113.47,2754.26,2622.97,2872.79,3662.97,1.85,1.09,52.94,0
459,2.31,0.76,1.19,0.57,327.11,26.52,356.68,47.79,2126.14,453.05,1369.12,236.95,757.02,216.1,16.4,2.93,65.16,18.71,1461.49,490026.27,2861.77,2787.51,2933.23,3589.53,0.8,1.02,42.53,1
460,2.5,0.78,0.56,0.83,301.28,20.65,428.17,45.41,2519.78,566.72,1755.33,350.33,764.44,216.39,20.06,3.89,64.28,18.61,1602.89,555633.94,2903.61,2769.5,3033.11,3625.94,1.06,0.72,38.89,0
461,1.78,0.56,1.89,0.22,346.0,21.48,426.67,47.06,2434.22,467.0,1615.44,274.44,818.78,192.56,18.89,3.0,71.78,17.22,1565.22,508223.78,2912.33,2721.67,3103.22,3547.44,0.22,1.22,31.67,1
462,2.58,0.83,1.08,0.33,329.5,17.5,342.58,50.3,2095.58,384.67,1448.08,211.25,647.5,173.42,17.83,2.58,55.58,14.92,1502.83,510862.0,3001.25,2893.5,3113.5,3707.83,0.58,0.83,38.33,1
463,1.71,0.29,1.43,0.71,288.86,14.29,403.71,47.75,2355.43,403.71,1607.86,208.43,747.57,195.29,17.86,2.29,63.86,17.0,1515.86,511857.71,2724.71,2557.71,2841.71,3530.57,1.0,0.14,71.43,1
464,2.5,0.83,1.5,0.17,355.0,13.61,408.33,45.35,2508.33,418.67,1802.17,257.0,706.17,161.67,20.67,3.17,60.17,13.17,1531.17,525881.5,3119.0,2849.33,3305.67,3682.0,0.67,0.67,33.33,1
465,1.33,0.0,2.33,1.0,347.0,0.0,372.33,56.81,2134.0,407.0,1437.67,243.67,696.33,163.33,18.67,3.0,63.67,15.0,1580.0,505344.67,2808.33,2766.67,2845.33,3460.0,0.67,1.33,50.0,1
466,2.25,0.77,0.96,0.46,299.62,25.97,358.98,46.55,2126.0,424.81,1360.04,214.12,765.96,210.69,15.71,2.46,66.48,18.08,1434.42,486422.54,2928.9,2916.94,2936.62,3604.67,0.4,0.71,45.83,1
467,2.31,0.54,1.88,0.54,350.62,22.31,370.08,49.77,2247.65,470.27,1544.23,299.38,703.42,170.88,19.19,3.73,58.58,14.5,1488.73,507639.19,2967.23,2899.42,3016.35,3962.88,1.0,1.0,42.82,1
468,1.67,0.5,1.67,0.33,294.0,29.17,411.17,44.61,2313.0,459.83,1633.0,216.17,680.0,243.67,18.67,2.67,53.0,17.5,1598.83,525614.67,3033.17,2974.5,3095.5,3734.83,0.67,1.17,42.78,1
469,1.57,0.29,2.29,0.43,342.14,0.48,371.14,48.82,2404.14,342.57,1871.43,236.71,532.71,105.86,22.43,2.71,45.0,8.29,1546.57,551538.0,3297.71,3219.57,3375.43,3882.0,0.71,1.0,22.38,2
470,0.67,0.0,1.33,0.67,223.0,0.0,320.33,53.19,1979.0,238.67,1237.67,104.33,741.33,134.33,14.67,1.33,60.33,12.0,1505.0,503532.33,2908.67,2727.0,3028.33,3333.67,0.67,0.33,66.67,2
471,2.26,0.85,1.06,0.59,331.89,22.7,387.9,46.99,2308.21,464.27,1592.12,277.51,716.09,186.77,18.42,3.27,60.54,15.6,1551.6,523693.31,2913.99,2833.95,2982.89,3644.15,0.95,1.0,42.18,1
472,1.75,0.62,1.75,0.38,383.62,13.75,350.75,50.62,2155.12,273.62,1595.5,169.12,559.62,104.5,19.12,2.0,48.25,9.12,1435.88,508542.62,2771.38,2634.5,2883.5,3498.75,0.62,0.88,23.33,2
473,2.92,0.83,1.23,0.64,364.2,19.26,391.47,48.87,2359.4,511.27,1580.27,296.7,779.13,214.57,18.62,3.45,67.3,18.43,1477.38,502590.54,2843.47,2769.05,2918.53,3661.88,0.74,1.03,44.17,1
474,2.0,1.0,2.0,0.33,350.67,50.0,227.0,43.82,1329.33,142.67,724.0,41.33,605.33,101.33,9.33,0.67,52.67,8.67,1333.67,438879.33,2798.67,2682.67,2862.67,3303.67,0.0,1.0,66.67,2
475,1.9,0.5,1.1,0.3,260.8,30.33,335.1,40.32,1857.6,356.9,1143.7,156.7,713.9,200.2,12.9,1.8,60.6,16.9,1493.9,493343.9,2572.9,2562.8,2604.4,3269.3,0.6,1.1,55.0,2
476,2.0,0.67,0.67,0.67,282.33,34.44,433.0,43.79,2395.33,610.67,1712.33,413.0,683.0,197.67,19.0,4.33,57.0,17.33,1627.67,514771.0,2861.67,2653.33,3051.67,3557.33,1.67,1.33,66.67,0
477,1.67,0.0,2.33,0.0,301.67,0.0,426.33,46.48,2009.0,335.0,1385.33,124.0,623.67,211.0,16.0,1.33,55.0,18.67,1618.67,448324.0,2817.0,2673.0,2879.67,3614.0,1.0,0.67,0.0,2
478,1.0,0.56,0.89,0.0,228.44,12.22,370.78,45.45,2170.11,364.33,1603.0,234.67,567.11,129.67,19.33,2.89,49.22,11.33,1602.22,540641.0,2987.89,2844.0,3092.56,3614.11,0.78,0.44,27.78,2
479,2.36,0.82,1.27,0.36,345.73,22.12,458.45,46.8,2781.55,539.0,1973.91,343.0,807.64,196.0,24.09,3.91,70.73,17.27,1585.64,543303.64,2952.45,2766.73,3100.27,3914.36,1.73,1.09,48.33,0
480,2.25,0.62,2.0,0.25,377.12,10.21,436.0,42.79,2668.25,545.88,1921.0,340.88,747.25,205.0,21.62,3.75,63.88,17.88,1533.5,546121.75,2865.0,2744.5,2939.75,3651.88,0.38,0.75,56.25,0
