stt_jgd_id,stt_chutes_ao_gol,stt_gols,stt_defesas,stt_assistencias,stt_pontuacao,stt_relacao_chute_gol,stt_impulso_por_minuto,stt_med_impulso,stt_impulso_coletado,stt_impulso_roubado,stt_impulso_grande_coletado,stt_impulso_grande_roubado,stt_impulso_pequeno_coletado,stt_impulso_pequeno_roubado,stt_blocos_grandes_coletados,stt_blocos_grandes_roubados,stt_blocos_pequenos_coletados,stt_blocos_pequenos_roubados,stt_velocidade_med,stt_distancia_percorrida,stt_distancia_med_da_bola,stt_distancia_med_posse,stt_distancia_med_s_posse,stt_distancia_med_dos_aliados,stt_demolicoes_causadas,stt_demolicoes_recebidas,stt_participacoes_gols,cluster
907,2.71,0.82,1.94,0.18,411.82,29.51,382.88,48.89,2530.47,562.65,1764.76,368.53,765.71,194.12,21.59,4.24,67.41,17.12,1524.41,576400.0,2903.29,2832.06,2979.24,3623.53,1.0,0.82,33.72,0
908,2.83,0.74,1.6,0.54,373.75,18.16,347.5,52.65,2145.55,402.42,1547.06,249.84,598.49,152.58,19.2,3.04,53.18,13.49,1526.13,525016.78,3130.33,3065.81,3195.31,3802.45,0.87,1.2,43.7,1
909,3.44,0.79,1.64,0.58,398.65,17.48,418.97,47.25,2550.68,588.73,1657.66,321.28,893.02,267.45,20.02,3.76,76.41,22.43,1581.08,556944.47,2835.14,2742.94,2921.84,3746.81,1.26,1.16,49.38,0
910,2.85,0.82,1.74,0.71,414.62,19.92,441.09,50.97,2640.66,455.07,1748.97,231.0,891.69,224.07,21.03,2.67,79.72,19.65,1589.73,536673.84,2871.48,2813.87,2922.73,3679.56,0.68,1.01,42.52,0
911,2.55,0.53,1.25,0.63,318.91,14.5,435.12,51.43,2620.52,635.23,1838.33,394.43,782.19,240.8,22.36,4.85,69.62,21.2,1619.0,550966.68,3144.36,3102.98,3181.44,3861.97,2.12,1.08,32.41,0
912,2.58,0.52,1.4,0.45,330.57,12.9,392.66,48.42,2386.24,543.5,1624.36,317.05,761.88,226.45,19.45,3.81,64.94,19.43,1488.42,519166.19,2796.53,2743.4,2840.74,3615.09,1.01,1.18,38.81,1
913,3.15,0.62,1.45,0.57,365.58,13.79,495.56,46.62,3006.08,621.52,2158.84,375.0,847.24,246.52,24.95,4.3,72.39,21.26,1654.83,579549.34,2864.07,2735.93,2990.73,3725.01,0.97,0.88,41.85,0
914,2.55,0.7,1.7,0.58,378.2,19.35,441.86,41.57,2576.27,471.07,1815.22,268.19,761.05,202.88,20.66,3.02,63.32,16.7,1569.56,532382.6,2758.02,2658.35,2855.88,3453.59,1.0,1.3,42.28,1
915,2.99,0.74,1.42,0.47,360.22,17.14,378.23,49.77,2266.85,506.88,1452.68,271.34,814.17,235.54,17.26,3.16,70.28,20.22,1493.26,515579.18,2999.58,2882.27,3117.15,3781.14,0.8,0.87,40.6,1
916,2.52,0.86,1.79,0.53,413.29,31.72,414.38,48.18,2549.81,583.62,1724.07,353.31,825.74,230.31,20.88,4.31,69.74,19.66,1519.9,531738.67,2865.26,2757.88,2972.36,3581.88,1.12,0.76,52.87,0
917,2.41,0.48,1.34,0.49,315.02,12.46,359.29,45.61,2106.47,384.17,1370.86,221.8,735.61,162.37,15.82,2.43,62.68,13.87,1473.58,503100.01,2970.18,2870.58,3060.62,3669.59,0.35,1.02,38.7,2
918,3.21,0.73,1.12,0.59,357.23,17.15,369.26,50.34,2293.87,671.99,1587.41,407.28,706.46,264.71,19.78,5.14,62.32,23.16,1551.05,537303.3,2721.39,2586.03,2837.59,3623.62,1.5,1.05,45.57,0
919,2.72,0.5,1.81,0.38,364.86,12.96,450.89,43.56,2726.25,630.3,1937.12,403.4,789.13,226.89,22.6,4.52,67.57,19.34,1570.99,555809.71,2919.73,2833.42,2995.22,3735.68,1.3,1.17,36.49,0
920,2.66,0.76,1.15,0.64,336.09,21.25,390.53,46.64,2248.26,437.91,1543.27,242.89,704.99,195.02,18.2,2.83,59.89,16.64,1527.06,513550.0,2790.66,2719.91,2856.91,3645.9,0.67,0.93,44.3,1
921,2.17,0.45,1.77,0.48,359.01,14.95,360.06,48.15,2260.72,456.44,1552.24,264.68,708.48,191.76,18.48,3.14,60.5,16.25,1456.46,523901.44,2883.62,2814.45,2945.15,3673.22,1.12,0.94,41.03,1
922,2.71,0.62,1.52,0.71,347.05,23.81,382.43,50.98,2285.0,432.48,1566.9,242.86,718.1,189.62,19.57,2.95,62.38,16.1,1523.71,506637.76,3152.14,3168.95,3138.57,3937.62,2.24,1.0,48.87,1
923,1.25,0.0,1.75,0.25,274.0,0.0,324.75,52.71,1831.25,279.75,1133.5,112.25,697.75,167.5,14.75,1.5,60.25,14.25,1470.0,461882.75,2962.0,2870.75,3057.0,3767.75,0.5,1.0,0.83,2
924,2.76,0.55,2.15,0.43,412.04,13.33,398.27,48.53,2478.38,492.88,1731.99,292.14,746.39,200.75,21.41,3.41,63.78,17.17,1507.27,539520.87,2724.63,2583.9,2849.24,3601.7,0.87,1.2,44.27,1
925,2.66,0.9,1.23,0.56,347.62,25.07,413.97,49.99,2407.22,515.11,1586.57,275.2,820.65,239.91,18.08,3.2,70.67,20.58,1546.39,522366.68,2858.62,2782.29,2932.58,3581.88,0.81,0.82,38.35,1
926,3.4,1.02,1.39,0.7,431.64,20.68,435.69,48.45,2584.87,631.92,1896.86,412.93,688.02,219.0,22.3,4.64,59.99,18.61,1541.27,527370.93,2896.29,2743.86,3058.44,3764.93,0.74,1.03,52.0,0
927,2.17,0.81,1.19,0.7,329.72,24.72,413.04,48.96,2438.55,429.38,1889.13,265.62,549.43,163.77,21.11,3.06,48.0,13.85,1552.66,528222.26,2877.3,2823.38,2935.17,3609.36,0.85,0.68,35.35,1
928,2.45,0.64,1.91,0.48,388.58,20.49,368.97,51.86,2296.15,469.88,1705.91,309.21,590.24,160.67,21.36,3.76,49.88,13.82,1481.88,515650.09,2860.61,2764.58,2953.21,3799.7,1.18,1.0,43.33,1
929,2.68,0.65,1.53,0.54,365.71,17.75,385.43,49.08,2362.48,506.25,1655.84,300.83,706.64,205.42,20.33,3.63,61.55,17.68,1577.69,546480.47,2973.81,2889.82,3053.04,3744.02,1.11,1.11,45.41,1
930,2.69,0.74,1.8,0.56,396.49,21.24,434.95,50.41,2583.45,558.61,1719.3,308.32,864.15,250.29,20.4,3.56,76.81,21.83,1561.13,531608.84,2813.15,2710.89,2913.09,3731.63,0.95,0.98,49.14,0
931,2.5,0.62,1.42,0.61,341.23,18.03,466.91,50.28,2903.4,752.56,1993.06,436.99,910.34,315.57,24.59,5.3,78.73,27.27,1582.89,557060.28,2754.61,2586.21,2912.62,3673.91,1.49,1.18,39.6,0
932,2.29,0.14,1.14,0.71,285.14,7.14,436.29,50.47,2407.57,537.86,1859.57,388.86,548.0,149.0,22.0,4.71,43.0,13.0,1503.86,491828.29,2629.0,2487.0,2753.86,3491.86,0.86,1.71,64.29,1
933,2.56,0.54,1.7,0.56,362.93,14.63,396.86,46.52,2401.44,464.45,1664.38,283.47,737.06,180.97,19.93,3.27,63.4,15.67,1507.01,525974.91,2951.26,2898.06,3002.96,3641.94,0.93,1.18,41.08,1
934,2.6,0.77,1.1,0.58,333.63,21.79,373.56,52.96,2265.28,551.83,1557.36,322.82,707.93,229.01,18.91,3.89,64.68,20.6,1494.15,506745.28,2970.58,2878.97,3071.24,3708.83,0.67,1.03,39.82,1
935,2.74,0.44,2.19,0.63,367.56,17.19,385.48,50.62,2394.7,470.19,1596.07,257.56,798.63,212.63,19.11,2.96,66.52,17.78,1431.48,500742.59,2830.67,2761.33,2880.67,3612.48,0.37,1.22,51.98,1
936,2.38,0.65,1.08,0.72,324.69,19.75,398.11,48.89,2312.67,540.42,1668.86,335.5,643.81,204.92,20.1,4.0,56.97,18.19,1560.88,520239.83,2993.85,2907.65,3078.86,3771.79,1.26,0.72,36.01,1
937,3.02,0.57,1.92,0.5,394.23,15.92,415.29,50.98,2555.48,493.29,1822.27,290.73,733.21,202.56,22.83,3.51,62.75,17.2,1540.56,537203.69,2832.06,2684.22,2965.95,3850.79,0.63,1.16,48.41,0
938,2.06,0.41,1.59,0.48,336.01,14.67,362.71,45.91,2141.95,467.09,1426.12,272.73,715.82,194.36,16.94,3.22,61.92,16.69,1500.61,499550.91,3041.46,2900.72,3172.61,3931.01,0.84,1.19,38.1,1
939,1.94,0.89,0.78,0.61,301.56,38.15,421.44,46.76,2428.83,471.17,1832.67,304.44,596.17,166.72,20.72,3.44,50.28,14.0,1550.28,520504.56,2746.17,2697.33,2787.89,3446.67,0.5,0.94,24.82,1
940,2.44,0.67,1.26,0.58,337.89,17.96,401.79,45.12,2362.03,604.61,1544.27,345.64,817.76,258.98,18.35,4.0,70.0,21.91,1504.98,508640.9,2879.86,2785.19,2972.34,3733.76,0.82,0.92,38.77,1
941,3.33,0.79,1.34,0.51,369.19,19.48,452.21,49.68,2757.39,716.45,1910.09,428.86,847.3,287.59,23.68,5.22,73.54,24.7,1592.85,554212.73,2847.74,2741.33,2952.2,3785.06,1.42,1.23,46.1,0
942,1.53,0.37,1.47,0.47,285.84,18.6,409.58,46.2,2389.0,524.63,1638.21,331.58,750.79,193.05,19.68,3.79,62.11,15.47,1516.47,521394.47,3134.58,3080.47,3193.84,3777.89,0.53,0.95,27.37,1
943,2.73,0.59,1.6,0.47,356.37,16.7,394.97,48.95,2395.1,509.66,1565.89,260.8,829.22,248.85,18.06,3.02,71.99,21.39,1452.61,504525.47,2911.7,2818.34,3003.34,3691.03,0.92,1.17,43.46,1
944,1.98,0.44,1.46,0.54,311.9,18.09,377.76,47.98,2244.88,570.2,1300.9,263.68,943.98,306.51,16.2,3.24,77.12,23.76,1545.2,519126.15,2974.76,2890.9,3051.88,3852.54,1.44,0.83,40.65,1
945,3.71,1.08,2.07,0.33,444.32,20.57,421.39,51.69,2585.81,668.79,1745.1,392.62,840.71,276.17,22.08,4.83,68.21,21.69,1601.26,560778.29,2900.17,2754.18,3028.88,3715.04,0.54,0.99,53.63,0
946,2.96,0.82,1.48,0.52,382.12,18.71,447.74,47.43,2689.15,666.69,1977.7,422.19,711.45,244.5,24.0,4.93,61.1,20.7,1624.78,558467.45,2782.24,2609.88,2949.22,3710.64,1.69,1.17,47.89,0
947,2.8,0.69,1.85,0.56,394.86,17.95,395.74,50.39,2419.16,514.73,1663.93,300.0,755.23,214.73,20.32,3.55,64.01,18.01,1544.02,537734.57,2872.96,2771.35,2964.82,3688.54,1.09,0.95,48.33,0
948,2.61,0.68,1.65,0.69,390.65,19.58,428.48,48.47,2630.23,567.94,1721.46,315.18,908.77,252.76,21.16,3.8,78.53,21.86,1553.79,534936.16,2860.41,2743.91,2972.84,3729.77,1.55,1.1,45.38,0
949,2.98,0.62,1.4,0.4,341.55,15.45,411.02,56.49,2624.5,759.28,1731.38,459.18,893.12,300.09,22.49,5.68,78.92,26.28,1561.02,562068.36,2994.7,2865.53,3110.05,3753.88,1.44,1.12,43.88,0
950,2.31,0.62,1.4,0.45,338.89,16.83,393.71,47.86,2346.92,539.55,1512.55,308.57,834.37,230.98,17.86,3.59,71.81,19.91,1477.34,512905.4,2825.25,2713.96,2923.48,3671.44,0.7,0.97,37.09,1
951,2.19,0.48,1.72,0.6,347.24,16.97,401.92,44.76,2431.02,506.92,1603.4,270.29,827.62,236.63,19.01,3.17,70.65,20.37,1536.7,534251.72,2919.1,2884.04,2948.59,3711.74,1.66,0.99,32.79,1
952,2.5,0.54,1.56,0.54,352.76,16.0,429.12,46.27,2590.48,482.96,1833.32,287.54,757.15,195.43,22.01,3.39,64.65,16.83,1536.92,531478.14,2984.37,2882.95,3085.89,3840.75,1.04,1.27,39.21,0
953,3.57,0.92,1.7,0.64,428.7,16.98,406.33,52.85,2512.38,529.99,1816.03,320.75,696.34,209.24,22.88,3.94,61.16,18.12,1595.21,554879.34,2827.15,2678.33,2971.67,3627.21,0.83,1.18,58.7,0
954,2.93,0.74,1.37,0.39,352.28,16.84,442.4,47.78,2594.16,661.82,1776.99,399.99,817.17,261.83,20.92,4.63,70.9,22.57,1576.11,534546.64,2845.98,2773.5,2913.94,3652.05,1.61,1.19,33.99,0
955,2.82,0.67,1.76,0.37,377.0,15.3,471.74,51.1,2871.15,642.73,1977.89,392.0,893.27,250.74,24.71,4.48,77.73,21.52,1608.19,560739.81,3150.97,3018.72,3285.76,3981.29,0.97,1.12,43.8,0
956,3.1,0.88,1.16,0.66,362.63,19.93,413.24,51.02,2481.0,604.58,1688.35,348.24,792.65,256.33,20.16,4.12,69.05,22.1,1579.69,538012.02,3039.89,2958.79,3123.72,3781.61,1.27,0.8,42.62,0
957,2.42,0.5,2.58,0.33,394.67,14.86,397.67,45.16,2287.67,474.42,1590.5,294.67,697.17,179.75,18.83,3.42,61.25,15.92,1519.42,502384.0,2816.67,2721.0,2898.25,3574.25,1.5,0.75,66.67,1
958,2.97,0.7,1.38,0.42,355.14,19.27,388.57,48.04,2301.26,548.16,1588.84,318.38,712.42,229.78,19.17,3.74,60.79,19.51,1564.89,532351.24,2746.24,2613.79,2874.95,3633.37,1.14,1.07,52.46,1
959,3.25,0.98,1.1,0.71,366.08,21.77,371.16,47.76,2255.29,543.57,1402.91,287.95,852.38,255.62,16.91,3.51,73.88,21.91,1532.05,524367.92,2985.0,2949.77,3014.03,3693.78,1.07,0.97,43.29,1
960,2.11,0.45,1.76,0.21,353.53,16.18,381.39,46.5,2392.13,502.11,1667.71,310.97,724.42,191.13,18.97,3.47,60.45,15.84,1467.05,537060.97,2783.03,2665.21,2893.29,3598.29,0.76,0.92,30.31,1
961,3.18,0.79,1.66,0.66,406.33,16.43,468.78,46.72,2775.85,592.43,1901.27,313.15,874.58,279.28,22.54,3.65,75.45,23.75,1625.71,560341.45,2625.92,2541.21,2696.88,3624.32,1.27,0.99,44.5,0
962,2.69,0.63,1.69,0.5,364.53,19.38,410.83,50.79,2455.51,404.54,1687.47,214.27,768.04,190.27,20.27,2.5,67.16,16.42,1553.08,531526.13,2932.79,2853.69,3004.79,3643.25,0.82,1.06,40.63,1
963,3.2,1.11,1.5,0.85,434.19,24.68,441.34,43.91,2615.38,564.98,1811.09,325.61,804.28,239.37,20.74,3.87,68.85,20.53,1605.52,547680.71,2833.67,2752.47,2910.11,3675.04,1.02,1.04,50.59,0
964,2.76,0.76,1.5,0.6,385.28,18.76,464.89,50.43,2795.85,655.27,1991.56,407.73,804.29,247.53,24.04,4.92,69.13,20.95,1617.44,551705.64,2855.52,2669.86,3029.05,3732.05,1.2,1.0,43.69,0
965,2.57,0.67,1.88,0.5,390.73,18.44,375.16,51.04,2288.63,553.79,1620.43,339.98,668.2,213.81,20.84,4.09,57.54,17.72,1533.2,532673.5,3115.97,2934.11,3292.31,3915.63,0.5,1.41,49.25,1
966,2.73,0.56,2.16,0.45,403.16,13.39,404.59,54.0,2484.2,619.13,1567.66,336.93,916.55,282.2,20.74,4.3,81.81,25.13,1560.23,541897.41,2856.38,2760.83,2941.76,3697.44,0.85,1.28,41.53,0
967,2.38,0.59,1.02,0.71,316.68,19.31,410.65,50.96,2478.93,587.46,1639.6,328.57,839.33,258.89,20.56,4.01,74.21,22.58,1564.11,530780.76,3101.62,3009.14,3193.0,3961.29,1.66,1.04,39.01,0
968,2.49,0.83,1.39,0.69,369.54,24.3,396.49,49.76,2384.39,545.08,1685.56,316.29,698.82,228.79,20.9,3.93,61.53,20.01,1585.09,539534.62,2945.25,2841.63,3046.65,3798.88,1.39,0.84,47.14,0
969,2.79,0.83,1.17,0.55,361.53,16.94,447.68,49.09,2668.75,506.47,1955.08,302.85,713.67,203.62,23.05,3.4,62.21,17.58,1682.77,573847.27,3202.36,3092.6,3308.36,3939.28,0.62,0.8,47.08,0
970,2.48,0.58,1.59,0.51,354.98,17.05,409.79,49.55,2483.73,566.87,1802.2,365.97,681.54,200.9,21.7,4.19,59.14,17.18,1564.28,550511.89,3075.79,2976.31,3170.32,3885.02,1.19,1.19,41.26,0
971,2.29,0.65,1.65,0.45,361.49,21.08,410.42,50.32,2439.25,505.38,1747.65,302.22,691.61,203.16,21.45,3.53,58.15,17.45,1543.01,525153.07,2730.7,2606.01,2839.55,3485.28,1.18,1.07,41.67,1
972,2.54,0.67,1.58,0.59,363.01,18.95,420.99,50.59,2589.67,529.72,1783.8,303.45,805.87,226.27,21.53,3.58,70.85,19.97,1610.64,552059.17,3114.04,3003.61,3215.53,3858.64,1.01,1.1,45.5,0
973,2.61,0.68,1.52,0.48,364.64,19.69,398.76,47.1,2378.59,540.74,1588.98,313.74,789.6,227.0,18.16,3.61,66.78,19.41,1474.54,504616.14,2799.7,2724.67,2865.15,3435.55,0.85,1.07,44.01,1
974,2.79,0.77,2.16,0.71,440.77,17.46,415.48,49.08,2526.98,508.46,1714.3,262.0,812.68,246.46,20.29,3.04,70.45,21.02,1567.39,549604.34,2758.0,2561.73,2941.57,3546.86,0.79,1.52,61.43,0
975,0.0,0.0,1.0,0.0,170.0,0.0,354.0,35.47,1838.0,321.0,982.0,137.0,856.0,184.0,11.0,2.0,76.0,17.0,1538.0,485081.0,2853.0,3050.0,2707.0,3407.0,1.0,1.0,0.0,2
976,2.06,0.5,1.75,0.44,339.6,16.44,361.33,52.52,2220.33,492.31,1260.31,236.49,960.02,255.83,15.89,2.99,85.49,22.72,1461.54,507179.94,2831.79,2800.86,2858.29,3583.05,0.9,1.31,40.13,1
977,2.99,0.8,1.89,0.66,409.9,17.97,415.17,45.79,2466.53,533.56,1667.48,301.44,799.06,232.12,20.08,3.58,69.11,20.1,1581.99,538188.86,2644.15,2550.11,2733.36,3387.13,1.0,0.88,48.06,0
978,2.59,0.71,1.76,0.35,375.71,23.82,379.0,50.59,2570.0,708.71,1624.82,394.94,945.18,313.76,18.94,4.47,85.29,28.12,1514.35,584914.82,2858.18,2746.53,2946.18,3643.82,1.29,0.82,55.49,0
979,2.73,0.86,1.74,0.46,391.65,21.98,357.22,49.33,2188.09,453.29,1414.79,231.92,773.29,221.37,17.78,2.87,66.17,18.65,1530.78,521391.27,3068.63,2912.19,3206.74,3889.88,1.33,1.01,49.81,1
980,3.86,0.98,1.75,0.69,442.45,18.45,444.11,49.15,2676.31,667.05,1969.56,416.08,706.75,250.97,23.98,4.93,60.66,20.79,1611.4,545749.8,2757.42,2588.86,2912.22,3653.38,1.18,0.96,56.23,0
981,3.03,0.76,1.52,0.55,372.91,16.16,412.06,53.08,2540.52,489.85,1876.24,302.33,664.27,187.52,24.18,3.7,60.88,16.55,1596.33,556865.45,3111.18,2953.82,3272.52,3884.67,0.73,0.97,48.54,0
982,2.6,0.66,1.41,0.47,336.16,17.49,401.37,46.41,2380.28,480.66,1664.14,274.54,716.13,206.13,19.85,3.25,60.48,17.41,1513.98,514826.21,2880.33,2795.48,2954.18,3701.54,1.29,1.13,39.64,1
983,2.68,0.64,1.58,0.48,352.52,17.14,361.8,48.07,2184.99,441.35,1380.69,233.48,804.3,207.88,16.29,2.71,68.74,17.63,1505.37,523081.57,2985.4,2949.6,3018.65,3695.33,0.88,1.27,41.71,1
984,2.66,0.67,1.61,0.48,359.78,20.09,417.85,47.44,2504.01,388.28,1772.9,233.79,731.11,154.49,21.26,2.78,63.65,13.62,1559.61,528151.12,3130.74,3085.15,3168.38,3902.88,0.94,0.74,40.7,1
985,2.88,0.82,1.23,0.56,358.82,21.48,413.54,53.82,2494.47,479.9,1641.34,257.35,853.12,222.55,19.01,2.94,76.59,19.39,1504.01,514503.61,2948.87,2913.67,2976.79,3727.78,0.42,1.14,39.69,1
986,3.38,0.63,1.76,0.51,409.07,14.35,393.15,54.78,2467.96,544.29,1778.96,342.72,689.01,201.57,22.35,4.17,61.31,17.44,1574.1,552559.62,2872.95,2758.86,2982.24,3764.24,0.72,0.99,39.07,0
987,2.34,0.56,1.96,0.41,375.56,17.79,396.33,46.43,2426.5,537.7,1498.48,300.8,928.02,236.9,17.74,3.5,78.87,20.08,1482.41,528772.81,3043.65,2970.73,3110.95,3742.91,0.88,1.03,40.59,1
988,2.71,0.57,1.07,0.39,311.5,19.29,467.11,48.57,2800.89,678.21,1942.07,405.54,858.82,272.68,22.54,4.64,73.93,23.07,1620.36,560936.46,2793.04,2646.71,2939.54,3625.64,1.79,0.89,52.86,0
989,3.25,0.71,1.0,0.38,323.54,14.72,441.17,47.3,2591.75,739.67,1718.62,448.75,873.12,290.92,21.04,5.25,73.0,25.54,1531.88,528353.62,2606.25,2438.96,2757.54,3487.29,0.71,1.29,59.38,0
990,2.66,0.73,1.42,0.43,349.43,18.09,384.07,45.17,2248.25,474.98,1510.89,245.21,737.36,229.77,18.04,2.88,61.71,19.15,1479.68,500095.85,2677.11,2580.36,2756.25,3486.13,0.86,1.24,37.18,1
991,2.38,0.87,1.35,0.61,362.95,24.02,370.54,48.46,2214.11,425.93,1547.81,244.64,666.31,181.29,18.64,2.89,58.44,16.14,1591.83,535313.78,2904.67,2825.38,2974.69,3605.6,0.61,0.93,41.43,1
992,2.46,0.55,1.93,0.49,377.84,15.28,449.79,47.37,2671.4,540.45,1845.32,325.76,826.08,214.68,21.29,3.76,70.31,18.31,1542.76,525555.76,2986.34,2887.63,3075.09,3771.35,0.92,0.93,39.65,0
993,2.77,0.76,1.58,0.57,376.08,19.67,411.26,48.87,2446.41,495.38,1727.95,271.38,718.46,224.0,20.51,3.15,62.21,19.53,1619.04,551757.99,2833.06,2713.4,2944.01,3740.35,1.06,1.04,44.58,0
994,3.27,0.9,1.45,0.76,404.56,20.25,437.64,47.22,2618.32,643.74,1792.98,372.7,825.34,271.05,21.41,4.37,71.21,22.93,1589.77,536764.64,2806.19,2717.34,2901.27,3702.53,1.1,1.03,43.29,0
995,2.96,0.63,1.41,0.39,343.51,14.03,370.9,50.1,2306.06,587.18,1491.06,332.81,815.0,254.38,18.49,4.05,71.08,22.08,1507.13,535761.36,2916.72,2821.78,2999.02,3699.93,1.43,1.26,43.72,0
996,2.27,0.52,2.17,0.47,378.37,16.15,381.93,48.38,2272.45,429.26,1514.73,243.34,757.72,185.92,18.27,2.89,63.3,15.47,1471.77,497749.78,2866.39,2783.38,2941.68,3616.34,0.64,1.42,43.04,1
997,3.32,0.88,1.41,0.63,394.88,17.37,432.79,47.88,2644.06,682.28,1872.27,428.41,771.78,253.88,22.41,4.94,66.56,21.37,1629.27,561112.7,3036.04,2924.99,3149.04,3795.07,1.44,1.1,45.39,0
998,2.8,0.2,2.1,0.2,345.0,5.33,363.4,47.5,2099.1,557.7,1377.5,315.5,721.6,242.2,17.2,4.0,59.0,20.0,1466.8,490875.0,2848.5,2620.8,3050.4,3741.7,0.9,1.0,25.0,1
999,2.29,0.54,1.95,0.46,375.27,13.76,351.28,50.14,2197.27,415.22,1255.64,177.98,941.63,237.24,15.55,2.19,81.93,21.11,1479.33,518095.19,2977.42,2923.78,3024.25,3723.2,0.85,1.33,40.43,1
1000,2.8,0.78,1.85,0.62,413.95,16.25,405.38,50.14,2505.27,563.64,1747.69,344.05,757.59,219.6,20.5,3.88,66.22,19.2,1515.62,533836.0,2713.56,2610.31,2803.69,3488.77,1.0,1.25,46.83,0
1001,3.04,0.71,1.91,0.52,409.33,18.62,441.62,51.05,2687.53,576.19,1854.79,336.65,832.74,239.54,22.45,3.85,70.88,20.15,1605.65,559295.63,2856.77,2735.88,2979.44,3794.44,1.23,1.05,46.63,0
1002,2.38,0.58,1.53,0.61,340.73,14.31,404.36,46.6,2410.72,507.37,1534.8,260.39,875.92,246.98,17.69,2.99,76.04,20.98,1548.03,531339.64,2920.32,2880.81,2950.12,3718.64,1.24,0.98,38.27,1
1003,2.57,0.72,1.78,0.54,389.75,18.38,369.04,45.45,2187.66,391.45,1598.7,235.14,588.96,156.31,18.86,2.77,50.31,13.3,1557.24,526988.46,2936.24,2843.95,3015.1,3674.15,0.89,1.3,45.66,1
1004,2.56,0.53,1.47,0.45,333.51,12.11,424.6,47.61,2574.16,579.91,1706.06,329.6,868.1,250.31,20.45,3.94,74.99,21.61,1591.83,556863.55,3017.29,2957.31,3076.28,3792.46,1.12,1.08,40.75,0
1005,2.53,0.59,1.9,0.42,382.13,17.66,372.6,44.94,2282.79,554.65,1471.29,299.68,811.5,254.97,18.33,3.56,67.92,21.43,1456.43,519043.37,2596.0,2484.12,2686.59,3539.14,1.29,1.14,43.14,1
1006,2.13,0.58,1.37,0.56,334.29,19.4,430.23,48.66,2622.44,549.29,1925.6,345.77,696.85,203.52,23.24,4.13,58.92,17.21,1547.48,528557.82,2887.43,2729.67,3033.84,3740.21,1.44,0.8,43.94,0
1007,3.49,0.75,1.99,0.57,418.48,16.17,469.03,49.4,2936.65,641.76,2137.84,408.62,798.81,233.14,26.34,4.81,64.64,18.85,1580.82,561954.44,2828.9,2683.97,2964.33,3585.42,1.59,0.72,49.35,0
1008,2.84,0.81,2.43,0.57,448.57,17.25,463.74,44.68,2683.19,440.48,1961.82,255.43,721.36,185.05,22.43,2.86,60.57,15.73,1666.54,557374.43,2800.17,2645.01,2926.2,3620.69,0.81,1.19,61.35,0
1009,3.1,0.83,1.17,0.46,348.33,19.36,454.05,49.81,2755.52,722.91,1912.92,437.97,842.6,284.94,23.09,5.04,75.35,24.91,1601.14,546967.8,2977.84,2839.52,3105.12,3927.98,1.87,1.19,44.55,0
1010,2.66,0.86,1.18,0.81,364.4,22.51,393.04,50.43,2357.7,653.03,1523.27,385.53,834.43,267.5,17.83,4.56,73.16,23.31,1575.98,535664.39,2773.02,2694.14,2844.83,3668.99,1.0,0.78,44.79,0
1011,3.02,0.85,1.63,0.29,386.54,22.56,406.76,47.82,2478.59,532.85,1772.93,328.02,705.66,204.83,21.51,3.85,61.66,17.66,1603.44,550332.61,2855.22,2690.61,3009.46,3671.85,0.71,1.39,47.74,0
1012,3.03,0.78,1.75,0.43,379.88,17.15,441.19,44.06,2608.18,507.29,1747.21,267.74,860.97,239.56,19.46,3.04,74.61,20.43,1597.6,553286.1,2628.28,2518.9,2718.67,3315.28,0.6,1.28,53.4,0
1013,2.97,0.68,2.06,0.39,390.39,17.89,409.74,45.54,2311.97,520.42,1522.19,270.45,789.77,249.97,17.97,3.16,66.61,20.55,1563.32,507585.48,2738.39,2571.65,2898.55,3520.71,0.87,1.45,56.51,1
1014,2.49,0.64,1.5,0.49,360.1,19.3,400.1,50.36,2418.61,467.99,1666.17,276.15,752.44,191.84,20.46,3.28,63.79,15.95,1496.56,522460.12,2792.47,2700.01,2879.85,3628.68,0.8,1.22,42.65,1
1015,3.34,0.84,1.43,0.7,412.01,18.3,414.3,51.88,2554.28,560.45,1901.92,362.42,652.36,198.03,24.02,4.31,59.79,17.51,1593.83,555222.1,2839.45,2676.45,3008.9,3678.66,0.93,1.39,47.33,0
1016,2.45,0.57,1.48,0.39,338.63,17.61,390.8,47.0,2393.29,460.89,1568.33,255.5,824.96,205.38,19.14,3.03,70.15,17.22,1490.0,522852.65,3044.57,2996.15,3090.87,3806.81,0.81,1.02,35.22,1
1017,2.53,0.41,1.9,0.51,367.67,12.89,383.81,47.44,2356.38,491.66,1692.2,313.92,664.18,177.73,19.91,3.72,55.82,14.95,1513.01,535405.27,2779.3,2683.48,2872.48,3622.51,0.91,1.11,39.53,1
1018,2.5,0.49,1.57,0.6,346.72,15.58,382.21,47.18,2297.84,542.17,1540.83,302.86,757.01,239.31,18.18,3.57,64.57,20.03,1490.14,506315.97,2745.5,2628.9,2852.76,3484.57,0.9,1.01,41.05,1
1019,1.33,0.0,0.67,0.0,148.67,0.0,383.0,45.65,2347.0,419.67,1631.33,301.0,715.67,118.67,19.33,3.33,64.67,10.67,1524.0,524869.33,3547.67,3524.33,3566.67,4011.33,1.67,2.0,0.0,2
